OutlierMethod,RMS used,Filter Type,Filter order,low,high,
STD 2,1,Chebyshev 2,3,200,500 
CH1,CH2,CH3,CH4,CH5 
0.001328,-0.001190,0.007553,-0.002930,-0.001694
0.003891,-0.002151,0.004990,-0.002106,0.004578
0.005264,-0.006912,0.000320,0.003250,-0.007965
-0.005035,-0.025223,-0.010666,0.008377,-0.008469
-0.001465,-0.022110,-0.015244,0.000870,-0.008743
0.000320,-0.011581,-0.016708,-0.002609,-0.015518
-0.003296,-0.005539,-0.005356,0.003250,0.008835
-0.004395,-0.008469,-0.003433,0.002609,0.034195
-0.006317,-0.010986,-0.001144,0.000046,0.019455
-0.013092,-0.014053,0.006546,0.005081,0.022476
-0.007690,-0.015427,0.005951,0.006180,-0.003387
0.001282,0.000320,0.000092,-0.000320,0.002884
0.005127,-0.003662,0.000183,0.002014,-0.002609
0.000320,-0.007462,-0.000687,0.001694,-0.006638
-0.003479,-0.006866,-0.001785,-0.004440,-0.003159
0.003250,-0.001694,-0.003159,-0.002838,0.006912
0.004395,0.003983,-0.009476,0.002609,0.000320
-0.000504,-0.001465,-0.009567,0.005997,0.000320
-0.004898,-0.008743,-0.006271,0.000320,0.000320
-0.006226,-0.001373,-0.001511,0.001694,0.012268
0.000732,0.006180,0.001419,0.002884,0.000320
0.002792,0.007095,0.002609,0.001328,-0.001602
0.002563,0.006180,-0.000046,0.003983,-0.007736
0.006592,0.004669,-0.000595,-0.000229,0.013458
0.005630,-0.010574,-0.000595,-0.001144,0.004715
0.002060,-0.017624,0.000320,-0.005905,0.003525
0.004440,-0.013779,0.005585,-0.007782,-0.013321
-0.002243,-0.010849,0.005173,-0.004074,0.005630
-0.001236,-0.004898,0.001694,0.000320,0.017532
-0.000641,0.000137,0.004257,-0.005539,0.013779
0.001282,0.003250,0.008148,-0.000229,-0.000229
-0.001236,-0.000046,0.004990,0.000320,0.001877
0.001785,-0.002106,-0.003983,0.000320,0.001511
0.003891,-0.005539,-0.005539,0.001785,0.001144
0.005951,-0.008469,-0.005035,0.004532,-0.024124
0.012497,-0.015884,-0.000229,0.009842,0.007370
0.009384,-0.012589,0.000870,0.011261,0.020096
0.004211,-0.004898,-0.001419,0.008835,0.007095
-0.002609,-0.005539,-0.001785,0.008560,0.011307
-0.003983,-0.006912,0.000275,0.005814,-0.014557
-0.001648,-0.001511,-0.000595,0.000320,-0.012268
0.001190,-0.003708,-0.000046,-0.006638,0.009705
0.001419,-0.006134,-0.000870,-0.000916,-0.003799
0.001648,-0.004440,-0.002243,0.000137,0.021286
0.004623,0.003525,-0.003799,-0.001785,0.003525
0.002289,0.006180,0.000320,-0.002884,0.004898
-0.003433,0.008835,-0.002151,-0.001282,-0.009933
-0.002884,0.007095,-0.001877,0.002792,0.002151
-0.000778,0.004623,0.000275,0.001328,0.012085
-0.001282,-0.005539,-0.002106,-0.007736,0.000000
-0.004623,-0.013412,-0.000412,-0.003571,0.016434
-0.004715,-0.019913,-0.001602,0.004257,-0.005768
-0.004578,-0.016571,0.002151,0.006912,0.008469
-0.010437,-0.012772,-0.000046,0.005997,0.010849
-0.002106,-0.004990,0.003250,0.005447,0.004257
0.005630,-0.000870,-0.002655,0.005814,0.004211
0.007278,-0.000412,-0.000641,0.001236,0.000961
0.009064,0.001007,0.001511,-0.000961,0.006454
0.003708,-0.006454,0.005585,0.000092,-0.002701
-0.000092,-0.008835,0.002975,-0.003250,0.008011
0.000320,-0.012497,0.002884,-0.007874,-0.002243
-0.000549,-0.014694,0.006546,-0.000549,0.014008
0.001694,-0.018173,0.007645,0.001419,0.003250
0.002609,-0.009933,0.001053,-0.003708,0.004349
-0.000870,-0.011765,-0.004257,-0.005356,0.006729
0.001602,-0.008652,-0.017487,-0.002106,-0.008240
-0.004990,0.000000,-0.017258,0.005127,-0.001511
-0.009659,-0.002884,-0.009979,-0.000046,0.012314
-0.007507,-0.007553,-0.005951,0.001419,-0.003525
-0.002792,-0.001877,0.000320,0.003204,0.008377
0.000000,0.005081,-0.000961,0.004715,-0.005081
0.001694,0.001053,-0.005722,-0.003754,0.008560
0.002930,-0.007462,-0.003708,-0.009338,0.007828
0.002655,-0.010483,-0.001694,-0.006912,0.021515
-0.005905,-0.016846,0.000320,0.004807,0.003983
-0.002014,-0.013596,0.006180,0.013321,-0.016525
0.000183,-0.002609,0.008331,0.011673,-0.010712
0.001785,-0.001511,0.003983,0.008194,0.002701
0.002563,-0.006821,0.006546,0.006729,-0.003891
0.010254,-0.003296,0.006180,0.000092,0.023758
0.016937,-0.001236,-0.002747,-0.002975,0.003159
0.013550,-0.004852,-0.005585,-0.005814,0.002609
-0.000916,-0.006638,-0.014374,-0.006592,-0.025314
-0.005539,-0.006088,-0.009201,-0.004715,-0.004074
-0.008789,-0.007874,-0.002655,-0.006271,-0.009293
-0.008606,-0.013321,-0.009659,0.001099,0.017853
-0.005402,-0.008514,-0.006180,0.000320,0.015381
-0.002655,-0.006821,-0.006088,0.000320,0.007828
0.004623,-0.005768,-0.005173,0.002243,0.006638
-0.001511,0.000320,-0.009567,0.002884,-0.003891
-0.000366,-0.000641,0.000320,0.002518,-0.003891
-0.001328,-0.009201,0.003662,-0.005081,-0.000046
0.002930,0.001236,0.007828,-0.001511,0.008514
0.007416,0.005081,0.000320,-0.008835,0.018402
0.011719,-0.000916,-0.010574,-0.006638,0.016068
0.005630,-0.003159,-0.003799,-0.005539,0.005951
-0.003525,-0.006638,-0.004715,-0.001556,-0.005539
0.007233,-0.008011,-0.003342,0.001694,-0.002335
0.002289,-0.009933,-0.005539,0.006638,0.001694
-0.000916,-0.009109,-0.010849,0.014145,0.009109
-0.007324,-0.017441,-0.007919,0.011261,0.019272
-0.009247,-0.018814,-0.011627,0.011490,0.012039
-0.002609,-0.015152,-0.004440,0.005722,-0.001694
-0.005768,-0.001144,0.002609,0.003250,-0.018448
-0.007324,-0.002060,-0.000870,-0.005447,-0.013367
-0.003021,-0.013641,0.001144,-0.007370,-0.008789
0.005035,0.003616,-0.001007,-0.008606,-0.004532
0.006958,0.000320,0.004990,0.001740,0.002151
0.006454,0.007645,0.004166,0.002197,0.007919
0.003159,-0.001694,0.001144,-0.006500,0.010895
0.002014,-0.002609,0.004898,-0.006180,0.017258
0.001785,0.000320,0.001328,0.002701,0.011444
0.000046,-0.007965,0.002014,0.011169,0.003250
-0.003571,-0.004166,-0.001236,0.015884,0.009476
0.000320,-0.000412,0.002975,0.006912,0.004669
-0.000732,-0.013046,-0.002243,-0.002243,0.000183
0.003159,-0.008881,0.008011,0.006729,0.010391
0.004990,0.003250,0.009842,0.000320,0.008652
0.000183,-0.002060,-0.001740,0.000320,0.004349
-0.001236,-0.013321,-0.003159,-0.004074,-0.001144
-0.003250,-0.016937,-0.010483,-0.004669,0.002747
0.001099,-0.001328,-0.011398,-0.000504,0.004715
-0.004120,-0.011765,-0.019455,0.005997,0.006180
-0.012680,-0.012863,-0.012360,0.011490,0.002472
-0.008926,-0.009201,-0.014694,0.015701,-0.002014
-0.004623,-0.002197,-0.003296,0.004807,-0.002884
-0.002563,-0.003433,-0.003525,-0.004303,0.006912
-0.000046,-0.000412,-0.005173,-0.006912,0.020096
0.005905,-0.001144,-0.009384,-0.013962,0.010574
0.001556,0.003525,-0.002060,-0.008469,-0.006317
-0.004990,-0.002335,-0.000870,-0.009933,-0.028244
-0.009979,-0.007828,0.003662,0.001144,-0.017258
-0.014877,-0.010208,0.006729,0.002609,0.004898
-0.011902,-0.018539,0.005997,0.000320,0.010666
0.000320,-0.002792,0.001007,-0.001877,0.014099
-0.000732,0.002335,-0.004990,-0.001602,0.019409
0.005493,0.011261,-0.007004,-0.000275,0.018448
-0.005035,0.007874,-0.006271,0.009109,0.009109
-0.002884,-0.000778,-0.005859,0.008560,-0.022018
-0.003479,0.001785,-0.005859,0.005173,-0.010849
-0.002609,-0.002335,0.004990,0.007278,0.007095
0.001144,0.002060,0.006500,0.005493,-0.001877
0.003662,-0.001602,0.004715,0.008560,-0.014694
0.005219,-0.008469,0.002289,0.011948,-0.000641
0.006363,-0.003799,0.004898,0.004990,0.004715
0.008057,-0.007370,0.003525,-0.002197,0.007919
0.012817,0.001419,0.002335,-0.001236,0.001511
0.004166,-0.005539,-0.005676,0.006546,-0.004257
0.003891,-0.009750,-0.006546,0.005402,0.001144
-0.001602,-0.011398,-0.002609,-0.003983,0.015701
-0.000549,-0.004074,-0.005814,0.002518,0.022476
0.005585,-0.005585,-0.000870,-0.003296,0.006180
-0.004303,-0.002701,-0.009201,-0.004074,-0.025635
-0.006958,-0.006500,-0.010025,-0.007462,-0.009476
-0.005676,-0.018265,-0.013962,-0.005951,-0.002426
-0.005539,-0.021835,0.001236,-0.001190,0.001419
-0.003113,-0.019547,-0.001694,0.007187,0.000320
-0.003021,-0.008652,0.001694,-0.000046,-0.006271
0.000916,-0.005814,-0.004440,0.000320,0.002243
0.003250,-0.001694,0.002975,-0.004990,0.003525
0.002243,-0.003799,-0.004715,0.004532,0.011398
0.002197,-0.003067,0.000320,-0.002884,0.018631
0.000275,0.001144,-0.004761,0.000092,0.029114
0.000320,-0.003067,-0.000687,-0.003159,0.023209
0.005219,-0.000412,-0.008148,-0.006729,0.000320
0.003571,-0.005997,-0.002060,-0.004715,-0.020508
-0.000824,-0.009018,-0.007095,0.005997,-0.020966
0.003067,-0.010117,-0.001144,0.000320,-0.012863
0.006409,-0.011765,-0.004028,0.006180,-0.000595
0.005127,-0.007919,0.002060,0.002151,-0.004303
0.004715,0.002701,0.002151,-0.004166,0.010391
0.005127,0.003937,0.006409,-0.003983,0.009933
0.004074,0.006363,-0.004623,-0.007004,0.010391
-0.001099,-0.001511,-0.009933,0.003799,0.004715
-0.006592,-0.002609,-0.007553,-0.005539,0.010483
-0.004944,-0.003983,-0.007782,-0.005997,0.012955
-0.003983,0.001511,-0.015793,0.004349,0.006180
-0.001740,-0.005722,-0.013596,0.004440,-0.000961
-0.004990,0.004990,-0.023117,0.003754,-0.034286
-0.003983,0.001694,-0.016891,0.004990,-0.032455
-0.004028,-0.005585,-0.014374,0.003708,-0.000778
-0.008789,-0.018448,-0.005905,0.001053,0.015793
-0.000732,-0.007919,0.000137,-0.001144,0.032364
0.008423,0.004532,-0.001556,0.003204,0.015564
0.009567,0.003754,0.002014,0.004898,-0.002792
0.007736,0.009109,0.006546,0.006134,0.005402
0.005585,-0.001877,0.006500,-0.002243,0.001190
-0.002106,-0.004715,0.002060,-0.002060,0.003250
-0.003296,-0.004440,0.003250,0.001511,0.004349
-0.001648,-0.006271,0.001419,0.000320,-0.009750
0.000870,-0.007416,-0.003708,0.003479,0.013504
-0.004532,-0.011765,-0.004166,0.006180,-0.000778
0.000824,-0.007233,-0.001923,0.004807,0.005310
0.004349,-0.000229,-0.005630,0.000320,0.008560
0.009293,-0.003708,-0.007782,-0.000412,0.005997
0.003250,-0.005173,-0.004898,0.002335,-0.001236
0.000137,-0.011398,0.003021,0.002060,0.012909
0.001785,-0.013687,0.006546,-0.001419,-0.003342
-0.005127,-0.009109,0.008560,-0.004395,-0.016342
-0.005310,-0.008926,0.009109,-0.012131,0.002701
-0.001236,-0.004623,0.005356,-0.012589,-0.002060
-0.000412,0.001419,-0.003891,-0.018860,0.010391
0.000778,0.005951,-0.011948,-0.021744,0.010117
0.000824,0.007416,-0.007416,-0.014694,0.002975
0.005997,-0.008102,-0.005722,-0.010895,0.007645
0.000320,-0.014328,-0.003799,-0.007736,0.001053
0.004074,-0.016159,0.001785,0.003983,-0.005173
-0.000549,-0.010254,-0.002335,0.002792,-0.002609
0.003754,-0.006729,0.001511,0.004898,-0.019180
0.006454,-0.005814,0.005722,0.001556,0.004349
-0.005814,-0.000870,0.007004,0.009109,0.019821
-0.004486,-0.003891,0.004990,0.014008,0.013458
-0.011993,-0.007462,-0.005264,0.018265,-0.003250
-0.013412,-0.001511,-0.009705,0.017807,0.001144
-0.007965,0.004990,-0.008835,0.011993,0.004440
-0.001099,0.008926,-0.009567,0.003708,0.011581
-0.003937,-0.001419,-0.008469,-0.005127,-0.001144
-0.008240,-0.012314,-0.014603,-0.008148,0.009842
-0.006958,-0.010757,-0.012177,-0.012634,-0.000504
-0.007050,-0.010300,-0.007141,-0.007553,-0.005630
-0.005264,-0.015244,-0.006271,-0.002884,-0.006866
-0.002014,-0.012909,0.001053,0.001511,0.015656
-0.001785,-0.009750,0.008743,0.007462,0.019180
0.000320,-0.008469,0.013138,0.000320,0.008560
0.009567,-0.001511,0.008560,-0.003891,-0.012314
0.017853,-0.004074,0.006180,-0.004120,0.010025
0.009933,-0.009567,0.012039,-0.004715,0.000320
0.012085,-0.006638,0.013138,-0.005173,0.002609
0.015381,0.002975,0.008652,-0.006180,0.005905
0.013367,0.007050,0.005768,-0.002151,-0.001877
0.006683,0.009109,0.000320,0.006180,0.009705
0.005081,0.006683,-0.001694,0.005081,0.011307
0.000092,0.002701,-0.006638,-0.003204,-0.001282
-0.003571,-0.010025,-0.009933,0.008835,-0.000687
-0.008331,-0.009018,-0.014923,0.016617,0.005905
-0.006500,-0.015335,-0.014328,0.016434,-0.001602
-0.004715,-0.012589,-0.009430,0.014053,0.008881
-0.003616,-0.011032,-0.003159,0.007919,-0.004532
-0.005859,-0.015106,-0.003342,0.000320,0.005219
-0.003296,-0.011765,0.001236,-0.005539,0.011993
-0.000824,-0.006271,0.003250,-0.006821,-0.000229
0.000870,-0.003708,0.005997,-0.007553,0.011307
-0.000458,-0.005539,-0.002792,-0.005081,0.007278
0.004898,-0.007828,-0.009750,-0.007370,0.006454
0.005630,-0.004074,-0.016708,-0.009659,-0.006638
0.002014,0.000137,-0.028107,-0.003891,0.010574
0.002014,-0.008835,-0.020279,-0.001511,-0.001785
0.000092,-0.012497,-0.005173,-0.005997,0.002701
-0.001602,-0.000229,0.001144,-0.002060,-0.008606
-0.009384,-0.017258,0.005310,-0.001236,0.003250
-0.009338,-0.016434,0.013504,0.004257,0.010025
-0.000229,-0.011032,0.011673,-0.001053,0.012543
0.003983,-0.005722,0.010849,-0.002792,-0.008011
0.005219,-0.013641,0.005859,-0.001236,0.007004
0.002975,-0.010803,-0.000046,0.000229,0.003250
0.002151,0.004166,-0.002792,0.001694,0.013412
-0.001556,0.004486,-0.003021,0.004166,0.004440
-0.007690,0.002975,-0.004211,0.001053,0.012726
-0.004166,0.002701,0.002060,0.005356,0.001877
0.004486,-0.000412,0.003433,0.001511,-0.002518
0.007050,0.000320,0.013321,0.000961,0.002060
0.010254,-0.001144,0.005585,0.002701,0.009933
0.011444,0.001877,0.001785,-0.003571,-0.005630
0.006546,-0.003891,-0.003799,-0.004074,0.001877
0.002197,-0.015701,-0.005173,-0.005814,-0.023117
-0.001923,-0.015701,-0.009384,-0.003799,-0.027740
0.000320,-0.011856,-0.008835,-0.005905,0.021927
0.001099,-0.007370,-0.026230,-0.000595,0.026138
-0.004303,-0.011719,-0.027557,0.003616,0.019455
-0.008194,-0.015518,-0.015152,-0.001007,0.007462
-0.002884,-0.005722,-0.010757,-0.001144,-0.006088
-0.000732,-0.010162,-0.016525,0.002243,-0.017487
0.008423,0.001419,-0.012131,0.004807,-0.006638
0.012085,-0.003571,0.002197,0.015656,0.006912
0.008194,0.001511,0.006180,0.014969,0.000320
0.006592,-0.005722,0.004257,0.016434,0.013733
0.009338,0.005814,0.009842,0.008972,0.023575
0.007919,-0.005539,0.002335,0.005264,0.015381
0.009476,-0.002792,0.003708,-0.002609,-0.013779
0.008240,-0.006683,-0.000046,-0.002609,-0.007736
0.005127,-0.004166,-0.005264,0.001877,-0.002655
0.002014,-0.020187,-0.007782,0.000320,0.002701
0.000000,-0.014877,-0.012909,0.000275,0.006409
0.004761,-0.018814,-0.006454,-0.000870,-0.011032
0.004303,-0.009018,-0.002609,-0.005997,0.003067
-0.002563,-0.018585,0.005859,-0.006363,0.010574
-0.002747,-0.007553,0.004211,-0.004807,-0.003250
0.003937,-0.005081,0.006729,0.003662,0.006134
0.007004,0.000183,0.007004,0.008194,0.003983
0.006454,0.007278,0.006180,0.010483,0.013275
-0.000412,0.005997,0.008011,0.015610,0.004944
-0.004669,0.013687,0.011215,0.017715,0.003525
-0.011856,0.006546,0.006912,0.009750,0.019592
-0.014465,-0.008652,-0.000458,-0.003387,-0.002426
-0.010071,-0.036667,0.003250,0.002151,0.008194
0.000320,-0.037079,0.003250,0.010666,0.001694
-0.003571,-0.023117,-0.001694,0.000092,-0.003387
-0.012955,-0.020828,-0.000870,-0.003525,0.011673
-0.011490,-0.019547,-0.000320,-0.005997,0.002060
-0.007645,-0.010666,-0.000595,-0.008743,0.004715
-0.009705,-0.001144,0.000320,-0.013962,0.002563
-0.010895,0.005630,0.002060,-0.016068,-0.005539
-0.009476,0.004715,-0.004532,-0.006638,0.005768
-0.008469,0.016663,-0.001694,-0.005219,0.004440
-0.005905,-0.003525,0.001144,-0.003342,0.007645
-0.010986,-0.007370,0.003433,0.006866,0.000275
-0.012863,0.002060,0.000320,0.006180,0.001007
-0.003616,0.000320,0.003799,0.003067,0.010666
-0.001602,0.007828,0.006180,-0.000870,-0.014328
0.004120,0.011215,0.002609,0.008881,-0.026367
0.006134,0.000320,-0.007050,0.002701,0.012726
0.010712,0.006546,-0.004761,0.003799,0.028656
0.007004,-0.000595,-0.013596,-0.010895,0.009659
-0.004257,0.002884,-0.008102,-0.010300,-0.010391
-0.004898,-0.005173,-0.002975,-0.005539,0.001144
0.003845,-0.011444,-0.000504,0.005081,0.019730
0.007553,-0.010483,0.004257,0.001740,0.012680
0.002289,-0.015289,-0.005264,-0.001877,-0.014420
-0.000092,-0.009155,-0.003891,-0.010849,-0.014328
0.003891,-0.002884,-0.008469,-0.011765,-0.002609
0.004578,0.001694,-0.013229,-0.012314,0.001282
0.003983,-0.000778,-0.009338,-0.017990,0.011078
-0.000137,-0.009933,-0.010895,-0.005173,0.014145
0.002335,-0.016342,-0.004486,0.003250,0.010529
0.011169,-0.008743,-0.002060,0.003983,-0.000458
0.014877,-0.007233,0.001236,0.007736,-0.005035
0.015106,0.003983,0.004715,0.012039,0.006180
0.013550,0.001419,0.002518,0.015427,0.007004
0.010986,-0.002609,0.007095,0.003250,0.014053
0.005219,-0.010391,0.006180,0.014145,-0.013824
-0.001190,-0.013321,0.007095,0.016159,-0.017990
-0.001923,-0.003708,0.000229,0.016525,0.004898
-0.007095,-0.016068,0.000092,0.006592,0.005997
-0.006821,-0.012680,-0.006729,0.003250,0.001236
-0.006958,-0.011581,-0.000595,0.003754,0.008881
-0.002747,-0.007004,-0.001877,0.003250,0.014328
0.002930,-0.000458,-0.002930,-0.006821,-0.006638
0.002930,0.000320,-0.006271,-0.002609,-0.007187
0.004990,0.001282,0.000137,-0.001328,0.004166
0.004486,0.002701,-0.002243,0.002014,0.007187
0.004211,0.000320,-0.002838,-0.007736,0.008926
-0.004623,-0.008102,0.002655,-0.008469,0.010483
-0.001282,-0.011398,0.005814,-0.007004,0.003891
0.003845,0.000320,0.004349,-0.003159,0.001419
0.005493,-0.002975,-0.004257,0.001236,0.010391
0.001053,-0.011215,0.002380,0.004211,0.008926
0.002289,-0.009109,-0.009430,-0.005081,0.003799
-0.003204,-0.004532,-0.016800,0.003616,-0.006912
-0.005539,-0.005539,-0.019638,-0.001740,-0.001785
-0.007416,-0.006271,-0.009659,-0.000870,0.006546
-0.006821,-0.009659,-0.017807,-0.000778,0.006134
-0.007004,-0.001144,-0.011444,0.003616,-0.011307
-0.001785,0.001190,-0.010986,-0.001144,-0.003708
0.000961,-0.007553,0.000870,0.003159,0.010574
0.003799,-0.009659,-0.004807,-0.002792,0.003250
0.003891,-0.013229,0.006912,-0.001236,0.000320
0.004578,-0.001602,-0.004074,0.007004,0.013138
0.000320,0.002151,-0.000870,0.007278,0.010666
0.001236,-0.009384,0.005081,0.001328,-0.000916
0.004715,-0.007553,0.006454,0.007828,0.009064
0.000824,-0.007187,0.006271,0.002335,0.019363
0.002014,0.003204,-0.001694,0.005630,0.011490
0.003983,0.001694,-0.001144,-0.001785,-0.000046
0.000275,-0.007187,-0.005539,-0.001144,-0.019913
0.005951,-0.003159,-0.004166,-0.006912,-0.008881
0.012314,-0.000778,-0.002609,-0.006821,0.002060
0.008148,0.006180,-0.010300,-0.005539,0.006546
0.005585,0.001419,-0.008469,-0.008652,0.014236
0.003891,-0.003525,-0.010208,-0.011307,0.005630
0.004395,-0.002792,-0.005630,-0.007645,0.014832
0.005630,-0.008926,-0.014328,-0.004257,0.010117
-0.000320,-0.004807,-0.005585,0.001236,0.005630
0.000046,-0.007004,-0.004852,-0.001144,-0.004257
-0.002380,-0.000961,0.003433,0.002380,-0.003342
-0.002930,-0.011581,0.003937,0.002884,-0.004074
-0.000137,-0.009247,-0.001144,0.000320,0.004440
-0.001831,-0.014328,0.000320,0.008652,0.006180
0.000916,-0.004440,-0.009659,0.004990,-0.012772
0.001648,-0.008194,-0.004669,0.008331,-0.009567
0.003754,-0.002792,-0.009018,-0.001602,-0.009659
-0.001007,-0.015884,-0.003067,0.002426,0.012955
-0.003113,-0.009933,-0.006638,0.009384,0.006638
-0.001968,-0.003525,-0.001968,0.006500,0.013687
0.002609,0.003616,0.000320,0.002060,0.012726
0.006042,-0.008469,0.003983,0.002335,0.008835
0.002197,-0.012497,0.000320,-0.002609,0.002060
-0.002792,-0.003616,-0.006775,-0.001877,-0.002335
0.000320,-0.002975,-0.012863,-0.005264,0.000320
-0.001602,-0.011215,-0.010483,-0.008881,0.004715
-0.004303,-0.009384,-0.006088,-0.009659,0.013046
-0.001968,-0.005173,-0.006821,-0.006912,0.012039
0.000320,-0.015106,-0.008789,-0.000916,-0.019730
-0.004761,-0.012955,-0.006729,-0.000458,0.004349
-0.001465,-0.008469,-0.003067,0.001785,0.008926
0.000183,-0.006638,0.002060,0.006180,0.011398
0.001328,-0.002609,0.002014,0.002792,-0.002243
0.006134,0.003159,0.004074,0.005447,0.008194
0.001465,0.000137,0.000320,0.008194,0.006729
0.000229,-0.010300,-0.000412,0.008743,-0.001602
-0.002289,-0.008469,0.001602,0.007462,0.009659
-0.004669,-0.015244,-0.001144,0.002975,-0.002060
-0.007553,-0.003296,-0.001877,0.003067,-0.007278
-0.001328,-0.005173,-0.007370,0.004623,-0.008286
-0.002380,-0.007370,-0.003342,0.002792,0.001511
-0.004120,-0.012177,-0.007736,0.000320,-0.008469
-0.004669,-0.017899,0.001511,-0.001511,0.010025
-0.003387,-0.011856,0.003891,-0.002884,0.007645
0.002930,-0.010300,0.008011,-0.003433,0.003891
-0.000092,-0.007004,0.006180,0.000275,-0.000732
-0.001144,-0.005814,0.007828,-0.004395,0.000320
0.002609,0.000320,0.000320,0.000320,0.006180
-0.000687,-0.000961,-0.007553,0.000320,0.009109
0.000183,0.003250,-0.008560,0.005814,-0.006317
-0.001236,-0.003159,-0.007278,0.000320,-0.010117
-0.000275,-0.007965,-0.001785,-0.000229,-0.002060
0.000916,-0.002792,-0.001144,0.000092,0.010208
0.000320,-0.011398,-0.002609,-0.000870,0.010025
0.000320,-0.006134,-0.000595,0.007095,0.005585
0.000092,-0.008469,0.002609,0.005173,0.000320
0.003891,-0.007462,0.000320,0.007324,0.005814
0.004669,-0.008926,0.003067,-0.001602,-0.010574
0.004578,-0.012314,0.006912,-0.000046,0.012405
0.000229,-0.003021,0.001053,-0.006638,0.008331
-0.003799,-0.007919,-0.000046,0.000320,0.005814
-0.003525,-0.002701,-0.003708,0.000320,-0.001419
-0.000732,-0.005814,0.001877,0.001007,0.004166
-0.003845,-0.006088,0.001602,-0.003525,0.005035
-0.002060,-0.011581,-0.003799,-0.002609,0.006821
-0.000229,-0.017807,-0.008469,0.001740,0.008652
0.000961,-0.012589,-0.002426,-0.002426,0.009109
-0.000916,-0.016891,-0.003799,0.008743,-0.007645
-0.001373,-0.011719,-0.002609,0.004349,0.004349
-0.001373,-0.014053,-0.005768,0.012360,0.016434
0.001694,-0.012314,0.001785,0.003983,0.005081
0.001694,-0.012772,-0.003799,-0.004761,0.008194
0.001099,-0.009109,0.002701,-0.002701,0.000320
0.003662,-0.006454,0.000320,-0.005035,-0.002701
0.004852,-0.003159,-0.000046,0.002609,0.003708
0.004349,-0.005173,0.002472,-0.003159,0.004990
0.005951,-0.005310,0.004807,0.001419,0.006180
0.002792,-0.001785,-0.002609,0.004990,0.010208
-0.000366,-0.003342,0.002197,0.006638,-0.007095
-0.000275,-0.010025,-0.004990,-0.001877,-0.008698
0.002151,-0.010208,-0.004349,0.002701,0.002472
0.000320,-0.014557,-0.010345,-0.006775,0.017075
-0.002426,-0.007233,0.000092,0.001236,0.013321
-0.000732,-0.012314,-0.000778,-0.003616,-0.007095
0.008331,-0.003387,0.004944,-0.006821,-0.003021
0.005997,-0.002792,0.001968,-0.005539,-0.014969
-0.002609,0.004578,-0.001694,-0.005951,0.007553
-0.003250,-0.010254,-0.000504,-0.000137,0.011993
-0.005127,-0.018723,-0.005539,0.001144,0.000092
-0.001465,0.000320,-0.004257,0.005219,-0.009613
0.000320,0.009064,-0.001511,0.001236,-0.008835
-0.001190,0.003159,-0.000275,0.003891,0.008743
0.000000,0.001419,0.007919,-0.000046,0.005630
0.001099,-0.009430,-0.004990,0.002701,0.018631
0.004807,-0.001236,-0.000458,-0.005081,0.014969
0.000092,-0.001419,-0.009659,0.001419,0.010666
-0.010391,0.006180,-0.005539,0.002335,0.015656
-0.009521,-0.000275,-0.010391,0.005356,0.003204
-0.003525,-0.011490,-0.001511,-0.002609,-0.004074
0.005859,-0.005539,-0.000870,0.001968,-0.006317
0.005493,-0.007736,0.001144,-0.002975,-0.001373
0.006134,-0.009384,-0.006821,-0.002335,0.014694
0.002014,-0.010391,-0.001694,-0.000229,0.008011
0.003662,-0.007690,-0.008469,0.000320,-0.015793
0.002197,-0.006180,0.000320,-0.003159,0.013870
0.002014,-0.012680,-0.006638,0.004074,0.010208
-0.001877,-0.012039,-0.001236,-0.000412,-0.000320
0.000824,-0.015793,-0.001785,0.001282,0.003250
0.001099,-0.008469,-0.001968,-0.000137,0.022659
0.000183,-0.006729,-0.005539,0.001236,0.017899
-0.002106,0.006180,0.002884,-0.000412,-0.006821
-0.000229,0.003937,-0.003204,-0.002609,-0.020370
0.001648,-0.002609,-0.001144,-0.000412,-0.027878
0.004578,-0.003342,-0.005173,-0.004257,-0.003983
0.002197,-0.008057,-0.001236,-0.006500,0.012405
0.000961,-0.000824,-0.007919,-0.008743,0.017258
0.001419,-0.003525,-0.008652,-0.000595,0.007370
0.001968,-0.001694,-0.015656,-0.001877,0.004807
0.002609,-0.006866,-0.007462,0.003754,0.004990
0.000824,-0.007095,-0.006500,0.012589,0.000320
0.001236,-0.012772,0.002884,0.012772,-0.005630
0.002014,-0.007782,0.004669,0.005905,-0.011124
0.000320,-0.017715,-0.001511,0.003113,0.006180
-0.001648,-0.012863,-0.002609,0.003662,0.022110
0.003662,-0.012268,-0.006729,0.003479,0.016754
0.001419,-0.008469,-0.001236,0.004623,-0.002609
-0.001282,-0.007233,-0.005676,0.004715,-0.003708
0.002335,-0.008835,0.001694,-0.003891,-0.001144
0.002609,-0.010117,-0.003433,-0.007736,0.007782
0.002930,-0.011398,-0.003204,-0.006912,0.010574
0.003159,-0.009933,-0.006729,-0.010025,0.024902
0.000320,-0.003799,-0.003983,-0.006454,0.020096
0.000320,0.000870,-0.002747,-0.000687,-0.016068
0.002930,0.003571,-0.000870,-0.000412,-0.031906
0.003662,0.003250,-0.001373,-0.002792,-0.013504
0.001694,0.001328,-0.003525,-0.000092,-0.006638
0.000824,0.002060,-0.000275,-0.000412,0.017899
0.002472,-0.006729,0.002060,-0.000870,0.002518
-0.000961,-0.007736,0.000320,-0.003983,-0.005356
-0.000137,-0.009933,0.004349,-0.003662,0.002014
